lineage	scope	seed	panel_id	scenario	approach	n_leaves	n_contaminants	n_predicted	n_true_positive	n_false_positive	precision	recall	f1	tree_rf_delta	collateral_genome_loss_count	runtime_seconds	status
gamma	genus	303	gamma_genus	combined	cmtv	427	4	26	0	26	0.0	0.0	0.0	0.0	0	0.15755105018615723	ok
gamma	genus	303	gamma_genus	combined	plie	427	4	28	1	27	0.03571428571428571	0.25	0.0625	0.0	0	0.25815582275390625	ok
gamma	family	101	gamma_family	replacement_only	recipient_consensus	0	4	3	3	0	1.0	0.75	0.8571428571428571	0.0697674418604651	3	0.0	ok
gamma	family	101	gamma_family	replacement_only	gcp	427	3	10	2	8	0.2	0.6666666666666666	0.30769230769230765	0.0	0	0.22308683395385742	ok
gamma	family	101	gamma_family	replacement_only	cmtv	427	3	28	1	27	0.03571428571428571	0.3333333333333333	0.06451612903225806	0.0	0	0.1584336757659912	ok
gamma	family	101	gamma_family	replacement_only	plie	427	3	22	2	20	0.09090909090909091	0.6666666666666666	0.16	0.0	0	0.28804612159729004	ok
gamma	family	101	gamma_family	combined	recipient_consensus	0	4	1	1	0	1.0	0.25	0.4	0.0697674418604651	4	0.0	ok
gamma	family	101	gamma_family	combined	gcp	427	4	10	1	9	0.1	0.25	0.14285714285714288	0.0	0	0.22683048248291016	ok
gamma	family	101	gamma_family	combined	cmtv	427	4	28	2	26	0.07142857142857142	0.5	0.125	0.0	0	0.16169095039367676	ok
gamma	family	101	gamma_family	combined	plie	427	4	22	2	20	0.09090909090909091	0.5	0.15384615384615385	0.0	0	0.25974512100219727	ok
gamma	family	202	gamma_family	replacement_only	recipient_consensus	0	4	1	1	0	1.0	0.25	0.4	0.0	4	0.0	ok
gamma	family	202	gamma_family	replacement_only	gcp	427	4	7	2	5	0.2857142857142857	0.5	0.36363636363636365	0.0	0	0.22189640998840332	ok
gamma	family	202	gamma_family	replacement_only	cmtv	427	4	27	3	24	0.1111111111111111	0.75	0.19354838709677416	0.0	0	0.15756726264953613	ok
gamma	family	202	gamma_family	replacement_only	plie	427	4	12	2	10	0.16666666666666666	0.5	0.25	0.0	0	0.2738010883331299	ok
gamma	family	202	gamma_family	combined	recipient_consensus	0	4	2	2	0	1.0	0.5	0.6666666666666666	0.0232558139534883	4	0.0	ok
gamma	family	202	gamma_family	combined	gcp	427	4	8	1	7	0.125	0.25	0.16666666666666666	0.0	0	0.22265863418579102	ok
gamma	family	202	gamma_family	combined	cmtv	427	4	31	2	29	0.06451612903225806	0.5	0.1142857142857143	0.0	0	0.16000699996948242	ok
gamma	family	202	gamma_family	combined	plie	427	4	26	1	25	0.038461538461538464	0.25	0.06666666666666668	0.0	0	0.26624250411987305	ok
gamma	family	303	gamma_family	replacement_only	recipient_consensus	0	4	1	1	0	1.0	0.25	0.4	0.0	4	0.0	ok
gamma	family	303	gamma_family	replacement_only	gcp	427	4	10	1	9	0.1	0.25	0.14285714285714288	0.0	0	0.22305679321289062	ok
gamma	family	303	gamma_family	replacement_only	cmtv	427	4	30	1	29	0.03333333333333333	0.25	0.058823529411764705	0.0	0	0.15671229362487793	ok
gamma	family	303	gamma_family	replacement_only	plie	427	4	22	0	22	0.0	0.0	0.0	0.0	0	0.26967597007751465	ok
gamma	family	303	gamma_family	combined	recipient_consensus	0	4	2	2	0	1.0	0.5	0.6666666666666666	0.0	4	0.0	ok
gamma	family	303	gamma_family	combined	gcp	427	4	10	2	8	0.2	0.5	0.28571428571428575	0.0	0	0.22008705139160156	ok
gamma	family	303	gamma_family	combined	cmtv	427	4	27	1	26	0.037037037037037035	0.25	0.06451612903225806	0.0	0	0.15805554389953613	ok
gamma	family	303	gamma_family	combined	plie	427	4	23	3	20	0.13043478260869565	0.75	0.22222222222222218	0.0	0	0.3174710273742676	ok
gamma	order	101	gamma_order	replacement_only	recipient_consensus	0	4	3	3	0	1.0	0.75	0.8571428571428571	0.0	3	0.0	ok
gamma	order	101	gamma_order	replacement_only	gcp	427	3	4	1	3	0.25	0.3333333333333333	0.28571428571428575	0.0	0	0.221116304397583	ok
gamma	order	101	gamma_order	replacement_only	cmtv	427	3	28	0	28	0.0	0.0	0.0	0.0	0	0.16329550743103027	ok
gamma	order	101	gamma_order	replacement_only	plie	427	3	25	1	24	0.04	0.3333333333333333	0.07142857142857142	0.0	0	0.380995512008667	ok
gamma	order	101	gamma_order	combined	recipient_consensus	0	4	2	2	0	1.0	0.5	0.6666666666666666	0.0697674418604651	4	0.0	ok
gamma	order	101	gamma_order	combined	gcp	427	4	7	4	3	0.5714285714285714	1.0	0.7272727272727273	0.0	0	0.22124552726745605	ok
gamma	order	101	gamma_order	combined	cmtv	427	4	27	2	25	0.07407407407407407	0.5	0.12903225806451613	0.0	0	0.157973051071167	ok
gamma	order	101	gamma_order	combined	plie	427	4	10	4	6	0.4	1.0	0.5714285714285715	0.0	0	0.25312232971191406	ok
gamma	order	202	gamma_order	replacement_only	recipient_consensus	0	4	2	2	0	1.0	0.5	0.6666666666666666	0.0232558139534883	4	0.0	ok
gamma	order	202	gamma_order	replacement_only	gcp	427	4	7	3	4	0.42857142857142855	0.75	0.5454545454545454	0.0	0	0.2250514030456543	ok
gamma	order	202	gamma_order	replacement_only	cmtv	427	4	21	2	19	0.09523809523809523	0.5	0.16	0.0	0	0.15790653228759766	ok
gamma	order	202	gamma_order	replacement_only	plie	427	4	22	3	19	0.13636363636363635	0.75	0.23076923076923075	0.0	0	0.2570180892944336	ok
gamma	order	202	gamma_order	combined	recipient_consensus	0	4	2	2	0	1.0	0.5	0.6666666666666666	0.0232558139534883	4	0.0	ok
gamma	order	202	gamma_order	combined	gcp	427	4	4	1	3	0.25	0.25	0.25	0.0	0	0.22406339645385742	ok
gamma	order	202	gamma_order	combined	cmtv	427	4	29	2	27	0.06896551724137931	0.5	0.1212121212121212	0.0	0	0.15869426727294922	ok
gamma	order	202	gamma_order	combined	plie	427	4	21	1	20	0.047619047619047616	0.25	0.08	0.0	0	0.2602376937866211	ok
gamma	order	303	gamma_order	replacement_only	recipient_consensus	0	4	4	4	0	1.0	1.0	1.0	-0.0232558139534883	4	0.0	ok
gamma	order	303	gamma_order	replacement_only	gcp	427	4	7	4	3	0.5714285714285714	1.0	0.7272727272727273	0.0	0	0.2227017879486084	ok
gamma	order	303	gamma_order	replacement_only	cmtv	427	4	28	0	28	0.0	0.0	0.0	0.0	0	0.1559906005859375	ok
gamma	order	303	gamma_order	replacement_only	plie	427	4	22	4	18	0.18181818181818182	1.0	0.3076923076923077	0.0	0	0.2598147392272949	ok
gamma	order	303	gamma_order	combined	recipient_consensus	0	4	4	4	0	1.0	1.0	1.0	0.0	4	0.0	ok
gamma	order	303	gamma_order	combined	gcp	427	4	9	4	5	0.4444444444444444	1.0	0.6153846153846153	0.0	0	0.22194457054138184	ok
gamma	order	303	gamma_order	combined	cmtv	427	4	31	0	31	0.0	0.0	0.0	0.0	0	0.1567232608795166	ok
gamma	order	303	gamma_order	combined	plie	427	4	20	4	16	0.2	1.0	0.33333333333333337	0.0	0	0.25863027572631836	ok
gamma	mixed_high_level	101	gamma_mixed_high_level	mixed_high_level	recipient_consensus	0	5	2	2	0	1.0	0.4	0.5714285714285715	0.0232558139534883	4	0.0	ok
gamma	mixed_high_level	101	gamma_mixed_high_level	mixed_high_level	gcp	427	5	6	4	2	0.6666666666666666	0.8	0.7272727272727272	0.0	0	0.22143292427062988	ok
gamma	mixed_high_level	101	gamma_mixed_high_level	mixed_high_level	cmtv	427	5	28	2	26	0.07142857142857142	0.4	0.12121212121212122	0.0	0	0.1563429832458496	ok
gamma	mixed_high_level	101	gamma_mixed_high_level	mixed_high_level	plie	427	5	21	4	17	0.19047619047619047	0.8	0.3076923076923077	0.0	0	0.2628812789916992	ok
gamma	mixed_high_level	202	gamma_mixed_high_level	mixed_high_level	recipient_consensus	0	5	2	2	0	1.0	0.4	0.5714285714285715	0.0232558139534883	3	0.0	ok
gamma	mixed_high_level	202	gamma_mixed_high_level	mixed_high_level	gcp	427	4	5	2	3	0.4	0.5	0.4444444444444445	0.0	0	0.22348761558532715	ok
gamma	mixed_high_level	202	gamma_mixed_high_level	mixed_high_level	cmtv	427	4	28	1	27	0.03571428571428571	0.25	0.0625	0.0	0	0.16007232666015625	ok
gamma	mixed_high_level	202	gamma_mixed_high_level	mixed_high_level	plie	427	4	16	2	14	0.125	0.5	0.2	0.0	0	0.30620336532592773	ok
gamma	mixed_high_level	303	gamma_mixed_high_level	mixed_high_level	recipient_consensus	0	5	3	3	0	1.0	0.6	0.7499999999999999	0.0465116279069767	4	0.0	ok
gamma	mixed_high_level	303	gamma_mixed_high_level	mixed_high_level	gcp	427	5	10	5	5	0.5	1.0	0.6666666666666666	0.0	0	0.22289013862609863	ok
gamma	mixed_high_level	303	gamma_mixed_high_level	mixed_high_level	cmtv	427	5	32	0	32	0.0	0.0	0.0	0.0	0	0.15785622596740723	ok
gamma	mixed_high_level	303	gamma_mixed_high_level	mixed_high_level	plie	427	5	21	5	16	0.23809523809523808	1.0	0.3846153846153846	0.0	0	0.2563762664794922	ok
